step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
102,202,90.7239855996249,7857.39247502203,7497.24877047647,-141.629392391858,6682.70784567779,-5.19173300850764,36.9895638121813,165.898951138234,40,0,0,0,0.633859834965818,1.40559795287896,0,0,1,
103,204,90.4414724982977,7856.86149649382,7496.72296346067,-140.877747744488,6668.00192768953,-5.20438464173731,37.028895303594,166.057964165572,40,0,0,0,0.639046670397258,1.46532512992528,0,0,1,
104,206,90.160496530341,7856.2917395837,7496.15832110271,-140.092018620779,6653.29686851056,-5.21707960494257,37.0679920316319,166.217145805782,40,0,0,0,0.644254842782271,1.52697075181058,0,0,1,
105,208,89.881127198441,7855.68195509387,7495.55358985569,-139.270870498693,6638.59263162852,-5.22983327801638,37.1068482504299,166.376495134688,40,0,0,0,0.649479291475621,1.590520455171,0,0,1,
106,210,89.6034366698544,7855.03091385284,7494.90753609859,-138.41297588554,6623.88946865767,-5.24271349336907,37.1454688998554,166.536010163557,40,0,0,0,0.654712098176621,1.65592705590197,0,0,1,
107,212,89.3274997741673,7854.33737667241,7494.21891608817,-137.516987106685,6609.18725549768,-5.25566123287439,37.1838526684325,166.69568923826,40,0,0,0,0.65995566959697,1.72326239450439,0,0,1,
108,214,89.0533941008225,7853.60004884164,7493.48643039885,-136.581491917974,6594.48611106606,-5.26865588652047,37.2219929505472,166.855530973427,40,0,0,0,0.665210855433637,1.79260808577823,0,0,1,
109,216,88.7812001259755,7852.81758898514,7492.7087327782,-135.605016663858,6579.78635692263,-5.28180158180657,37.2598928964655,167.015534168572,40,0,0,0,0.67047727775027,1.86402535815414,0,0,1,
110,218,88.5110013233842,7851.98861314863,7491.88443425781,-134.586037567802,6565.08788077912,-5.2950119645986,37.2975503356147,167.175696389516,40,0,0,0,0.675752954780194,1.93757323783719,0,0,1,
111,220,88.2428842574311,7851.11171477727,7491.01212311056,-133.522995070085,6550.39089813946,-5.30830224230171,37.3349693475338,167.336015999206,40,0,0,0,0.681033644218,2.01328994435229,0,0,1,
